codigo_modular;nombre_institucion;departamento;provincia;distrito;ruralidad;latitud;longitud;tipo_servicio_basico;descripcion_servicio_basico;CONSUMO;DEUDA;VALOR_TOTAL;INDICADOR_PAGO;DESCRIPCION_INDICADOR_PAGO;fecha_corte;registro_servicio_basico;carencia_confirmada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ABRIL 2022;104.00;0.00;111.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ABRIL 2022;200.00;0.00;209.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MAYO 2022;78.00;0.00;83.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MAYO 2022;104.00;0.00;110.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO JUNIO 2022;93.00;0.00;98.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO JUNIO 2022;166.00;0.00;175.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO JULIO 2022;132.00;0.00;138.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO JULIO 2022;66.00;0.00;73.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO AGOSTO 2022;176.00;0.00;191.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO AGOSTO 2022;63.00;0.00;72.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO OCTUBRE 2022;155.00;0.00;172.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA  CONSUMO SETIEMBRE 2022;168.00;0.00;184.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA  CONSUMO SETIEMBRE 2022;68.00;0.00;77.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO OCTUBRE 2022;131.00;0.00;142.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO NOVIEMBRE 2022;121.00;0.00;138.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO NOVIEMBRE 2022;109.00;0.00;125.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO DICIEMBRE 2022;127.00;0.00;145.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO DICIEMBRE 2022;88.00;0.00;102.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;CONSUMO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ENERO 2023;25.00;0.00;33.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;CONSUMO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ENERO 2023;18.00;0.00;26.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CORRESPONDIENTE A FEBRERO 2023;23.00;0.00;30.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CORRESPONDIENTE A FEBRERO 2023;7.00;0.00;14.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MARZO 2023;70.00;0.00;79.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MARZO 2023;60.00;0.00;69.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO ABRIL 2023.;57.00;0.00;66.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO ABRIL 2023.;126.00;0.00;136.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MAYO 2023;69.00;0.00;77.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MAYO 2023;151.00;0.00;166.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NVIEL PRIMARIA CONSUMO JUNIO 2023;135.00;0.00;144.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NVIEL PRIMARIA CONSUMO JUNIO 2023;110.00;0.00;119.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO JULIO 2023;101.00;0.00;111.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO JULIO 2023;87.00;0.00;95.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO AGOSTO 2023;72.00;0.00;76.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO AGOSTO 2023;135.00;0.00;138.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO SETIEMBRE 2023;88.00;0.00;92.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO SETIEMBRE 2023;105.00;0.00;110.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO OCTUBRE 2023;59.00;0.00;65.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO OCTUBRE 2023;204.00;0.00;208.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO NOVIEMBRE 2023;97.00;0.00;92.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO NOVIEMBRE 2023;93.00;0.00;88.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO DICIEMBRE 2023;161.00;0.00;161.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO DICIEMBRE 2023;108.00;0.00;109.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ENERO 2024;116.00;0.00;106.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ENERO 2024;141.00;0.00;130.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;servicio de energia electrica nivel primaria correspondiente al consumo del mes de febrero del 2024;184.00;0.00;177.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;servicio de energia electrica nivel primaria correspondiente al consumo del mes de febrero del 2024;56.00;0.00;58.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIO CONSUMO MARZO 2024;287.00;0.00;265.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIO CONSUMO MARZO 2024;160.00;0.00;157.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ABRIL 2024;228.00;0.00;215.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ABRIL 2024;164.00;0.00;160.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MES DE MAYO 2024;170.00;0.00;165.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MES DE MAYO 2024;322.00;0.00;300.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS II.EE DEL NIVEL PRIMARIA DE LA JURISDICCION DE LA UGEL MOYOBAMBA CONSUMO JUNIO 2024;245.00;0.00;230.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS II.EE DEL NIVEL PRIMARIA DE LA JURISDICCION DE LA UGEL MOYOBAMBA CONSUMO JUNIO 2024;185.00;0.00;178.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS II.EE DEL NIVEL PRIMARIA DE LA JURISDICCION DE LA UGEL DE MOYOBAMBA CONSUMO JULIO 2024;232.00;0.00;219.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS II.EE DEL NIVEL PRIMARIA DE LA JURISDICCION DE LA UGEL DE MOYOBAMBA CONSUMO JULIO 2024;200.00;0.00;192.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS II.EE DEL NIVEL PRIMARIO DE LA UGEL MOYOBAMBA CONSUMO AGOSTO 2024;145.00;0.00;138.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS II.EE DEL NIVEL PRIMARIO DE LA UGEL MOYOBAMBA CONSUMO AGOSTO 2024;165.00;0.00;161.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS IIEE DE LA UGEL DE MOYOBAMBA  NIVEL PRIMARIA CONSUMO SETIEMBRE 2024;182.00;0.00;177.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS IIEE DE LA UGEL DE MOYOBAMBA  NIVEL PRIMARIA CONSUMO SETIEMBRE 2024;165.00;0.00;162.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS II.EE DEL NIVEL PRIMARIO DE LA UGEL DE MOYOBAMA CONSUMO OCTUBRE 2024.;162.00;0.00;158.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE ENERGIA ELECTRICA DE LAS II.EE DEL NIVEL PRIMARIO DE LA UGEL DE MOYOBAMA CONSUMO OCTUBRE 2024.;177.00;0.00;171.50;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ DEL NIVEL PRIMARIO DE LAS II.EE DEL NIVEL PRIMARIA CONSUMO NOVIEMBRE 2024;170.00;0.00;167.00;1;PAGO;20250525;Encontrado;No determinada
0275073;00495;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-5.92971;-76.94009;LUZ;SERVICIO DE LUZ DEL NIVEL PRIMARIO DE LAS II.EE DEL NIVEL PRIMARIA CONSUMO NOVIEMBRE 2024;198.00;0.00;191.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO DICIEMBRE 2020;3.00;0.00;6.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ENERO 2021;2.00;0.00;6.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO FEBRERO 2021;1.00;0.00;5.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MARZO 2021.;1.00;0.00;5.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ABRL 2021;1.00;0.00;5.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MAYO 2021;2.00;0.00;6.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO JUNIO 2021;2.00;0.00;6.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO AGOSTO 2021;1.00;0.00;5.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO JULIO 2021;8.00;0.00;12.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO SETIEMBRE 2021;3.00;0.00;7.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO OCTUBRE 2021;1.00;0.00;5.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO NOVIEMBRE 2021.;2.00;0.00;6.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SEVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO DICIEMBRE 2021;1.00;0.00;6.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ENERO 2022;1.00;0.00;6.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO FEBRERO 2022;0.00;0.00;4.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA MARZO 2021;12.00;0.00;16.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ABRIL 2022;0.00;0.00;5.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MAYO 2022;0.00;0.00;5.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO JUNIO 2022;46.00;0.00;51.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO JULIO 2022;8.00;0.00;13.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO AGOSTO 2022;10.00;0.00;15.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA  CONSUMO SETIEMBRE 2022;4.00;0.00;9.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO OCTUBRE 2022;15.00;0.00;20.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO NOVIEMBRE 2022;11.00;0.00;16.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO DICIEMBRE 2022;5.00;0.00;10.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;CONSUMO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO ENERO 2023;0.00;0.00;5.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CORRESPONDIENTE A FEBRERO 2023;4.00;0.00;9.50;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MARZO 2023;9.00;0.00;14.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO ABRIL 2023.;11.00;0.00;16.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO MAYO 2023;9.00;0.00;14.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NVIEL PRIMARIA CONSUMO JUNIO 2023;8.00;0.00;13.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE ENERGIA ELECTRICA NIVEL PRIMARIA CONSUMO JULIO 2023;5.00;0.00;10.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO AGOSTO 2023;5.00;0.00;10.00;1;PAGO;20250525;Encontrado;No determinada
0707406;00854;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;Rural;-6.09464;-77.04194;LUZ;SERVICIO DE LUZ NIVEL PRIMARIA CONSUMO SETIEMBRE 2023;10.00;0.00;14.50;1;PAGO;20250525;Encontrado;No determinada
